0,1,2,3,4,5,6,7,8,9,,
Domestic Bank Transfer in Mexican Pesos (MXN),"$256,372.00",Mexico,Durham University,GBP,MXN,256372,"2,48,307.82",0.032476545,0,,
VISA: Debit/Credit in MXN,"$261,640.00",Mexico,Durham University,GBP,MXN,261640,"2,48,307.82",0.053692147,0,,
MasterCard: Debit/Credit in MXN,"$261,640.00",Mexico,Durham University,GBP,MXN,261640,"2,48,307.82",0.053692147,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Mexico,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Mexico,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
VISA: Debit/Credit in USD,"$13,756.00",Mexico,Durham University,GBP,USD,13756,"13,111.45",0.049159323,0,,
MasterCard: Debit/Credit in USD,"$13,756.00",Mexico,Durham University,GBP,USD,13756,"13,111.45",0.049159323,0,,
Debit/Credit Card in MDL,"232,930.00 MDL","Moldova, Republic of",Durham University,GBP,MDL,232930,"2,21,087.55",0.053564527,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00","Moldova, Republic of",Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,360.00","Moldova, Republic of",Durham University,GBP,USD,13360,"13,111.45",0.018956713,0,,
Domestic Bank Transfer in Euros (EUR),"11.527,00 €",Monaco,Durham University,GBP,EUR,11527,"11,202.47",0.028969504,0,,
VISA: Debit/Credit in EUR,"11.638,00 €",Monaco,Durham University,GBP,EUR,11638,"11,202.47",0.038878033,0,,
MasterCard: Debit/Credit in EUR,"11.638,00 €",Monaco,Durham University,GBP,EUR,11638,"11,202.47",0.038878033,0,,
American Express in EUR,"11.638,00 €",Monaco,Durham University,GBP,EUR,11638,"11,202.47",0.038878033,0,,
PayPal in EUR,"11.751,00 €",Monaco,Durham University,GBP,EUR,11751,"11,202.47",0.048965094,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Monaco,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Monaco,Durham University,GBP,GBP,10023,10000,0,23,,
Debit/Credit Card in MNT,"34,947,100.00 ₮",Mongolia,Durham University,GBP,MNT,34947100,"3,31,64,718.01",0.053743318,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Mongolia,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Mongolia,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.527,00 €",Montenegro,Durham University,GBP,EUR,11527,"11,202.47",0.028969504,0,,
VISA: Debit/Credit in EUR,"11.638,00 €",Montenegro,Durham University,GBP,EUR,11638,"11,202.47",0.038878033,0,,
MasterCard: Debit/Credit in EUR,"11.638,00 €",Montenegro,Durham University,GBP,EUR,11638,"11,202.47",0.038878033,0,,
American Express in EUR,"11.638,00 €",Montenegro,Durham University,GBP,EUR,11638,"11,202.47",0.038878033,0,,
PayPal in EUR,"11.750,00 €",Montenegro,Durham University,GBP,EUR,11750,"11,202.47",0.048875828,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Montenegro,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Montenegro,Durham University,GBP,GBP,10023,10000,0,23,,
VISA: Debit/Credit in MAD,"129,663.00 د.م.",Morocco,Durham University,GBP,MAD,129663,"1,23,068.94",0.053580213,0,,
MasterCard: Debit/Credit in MAD,"129,663.00 د.م.",Morocco,Durham University,GBP,MAD,129663,"1,23,068.94",0.053580213,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Morocco,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Morocco,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard,"MTn839.100,00",Mozambique,Durham University,GBP,MZN,839100,"7,97,726.02",0.0518649,0,,
VISA,"MTn839.100,00",Mozambique,Durham University,GBP,MZN,839100,"7,97,726.02",0.0518649,0,,
International Bank Transfer in US Dollars (USD),"$13,358.00",Mozambique,Durham University,GBP,USD,13358,"13,111.45",0.018804175,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Mozambique,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in MMK,"22,052,000.00 K",Myanmar,Durham University,GBP,MMK,22052000,"2,09,24,759.74",0.053871121,0,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Myanmar,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Myanmar,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in NAD,"196,020.00 N$",Namibia,Durham University,GBP,NAD,196020,"1,85,912.37",0.054367711,0,,
Mastercard: Debit/Credit in NAD,"196,020.00 N$",Namibia,Durham University,GBP,NAD,196020,"1,85,912.37",0.054367711,0,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Namibia,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Namibia,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in South African Rand (ZAR),"R191,018.00",Namibia,Durham University,GBP,ZAR,191018,"1,85,912.37",0.027462562,0,,
VISA: Debit/Credit in NPR,"₨1,614,010.00",Nepal,Durham University,GBP,NPR,1614010,"15,31,417.39",0.053932135,0,,
MasterCard: Debit/Credit in NPR,"₨1,614,010.00",Nepal,Durham University,GBP,NPR,1614010,"15,31,417.39",0.053932135,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Nepal,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,360.00",Nepal,Durham University,GBP,USD,13360,"13,111.45",0.018956713,0,,
Online Bank Transfer,"11.518,00 €",Netherlands,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
Domestic Bank Transfer in Euros (EUR),"11.518,00 €",Netherlands,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
VISA: Debit/Credit in EUR,"11.629,00 €",Netherlands,Durham University,GBP,EUR,11629,"11,202.47",0.038074639,0,,
MasterCard: Debit/Credit in EUR,"11.629,00 €",Netherlands,Durham University,GBP,EUR,11629,"11,202.47",0.038074639,0,,
American Express in EUR,"11.629,00 €",Netherlands,Durham University,GBP,EUR,11629,"11,202.47",0.038074639,0,,
PayPal in EUR,"11.742,00 €",Netherlands,Durham University,GBP,EUR,11742,"11,202.47",0.0481617,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Netherlands,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Netherlands,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
Domestic Bank Transfer in New Zealand Dollar (NZD),"$20,375.00",New Zealand,Durham University,GBP,NZD,20375,"19,764.86",0.030869938,0,,
VISA: Debit/Credit in NZD,"$20,717.00",New Zealand,Durham University,GBP,NZD,20717,"19,764.86",0.048173374,0,,
MasterCard: Debit/Credit in NZD,"$20,717.00",New Zealand,Durham University,GBP,NZD,20717,"19,764.86",0.048173374,0,,
International Bank Transfer in US Dollars (USD),"$13,360.00",New Zealand,Durham University,GBP,USD,13360,"13,111.45",0.018956713,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",New Zealand,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard: Debit/Credit in NIO,"442,700.00 C$",Nicaragua,Durham University,GBP,NIO,442700,"4,20,117.65",0.053752443,0,,
VISA: Debit/Credit in NIO,"442,700.00 C$",Nicaragua,Durham University,GBP,NIO,442700,"4,20,117.65",0.053752443,0,,
International Bank Transfer in US Dollars (USD),"$13,361.00",Nicaragua,Durham University,GBP,USD,13361,"13,111.45",0.019032983,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Nicaragua,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,760.00",Nicaragua,Durham University,GBP,USD,13760,"13,111.45",0.049464399,0,,
MasterCard: Debit/Credit in USD,"$13,760.00",Nicaragua,Durham University,GBP,USD,13760,"13,111.45",0.049464399,0,,
Debit/Credit Card in XOF,"7,743,400.00 CFA",Niger,Durham University,GBP,XOF,7743400,"73,47,782.10",0.053841812,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Niger,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Niger,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in NGN,"5,106,383.00 ₦",Nigeria,Durham University,GBP,NGN,5106383,"47,30,241.41",0.079518476,0,,
Online Bank Transfer in NGN,"5,106,383.00 ₦",Nigeria,Durham University,GBP,NGN,5106383,"47,30,241.41",0.079518476,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Nigeria,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in Euros (EUR),"11.520,00 €",Nigeria,Durham University,GBP,EUR,11520,"11,202.47",0.028344642,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Nigeria,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard: Debit/Credit in USD,"$13,836.00",Nigeria,Durham University,GBP,USD,13836,"13,111.45",0.05526086,0,,
VISA: Debit/Credit in USD,"$13,836.00",Nigeria,Durham University,GBP,USD,13836,"13,111.45",0.05526086,0,,
Domestic Bank Transfer in Norwegian Krone (NOK),"kr109.667,00",Norway,Durham University,GBP,NOK,109667,"1,06,669.92",0.028096768,0,,
VISA: Debit/Credit in NOK,"kr110.726,00",Norway,Durham University,GBP,NOK,110726,"1,06,669.92",0.03802459,0,,
MasterCard: Debit/Credit in NOK,"kr110.726,00",Norway,Durham University,GBP,NOK,110726,"1,06,669.92",0.03802459,0,,
American Express in NOK,"kr110.726,00",Norway,Durham University,GBP,NOK,110726,"1,06,669.92",0.03802459,0,,
Online Bank Transfer,"kr109.667,00",Norway,Durham University,GBP,NOK,109667,"1,06,669.92",0.028096768,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Norway,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,358.00",Norway,Durham University,GBP,USD,13358,"13,111.45",0.018804175,0,,
VISA: Debit/Credit in OMR,"ر.ع.5,319.000",Oman,Durham University,GBP,OMR,5319,"5,046.63",0.05397067,0,,
MasterCard: Debit/Credit in OMR,"ر.ع.5,319.000",Oman,Durham University,GBP,OMR,5319,"5,046.63",0.05397067,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Oman,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Oman,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in PKR,"₨1,714,840.00",Pakistan,Durham University,GBP,PKR,1714840,"16,25,083.85",0.055231704,0,,
MasterCard: Debit/Credit in PKR,"₨1,714,840.00",Pakistan,Durham University,GBP,PKR,1714840,"16,25,083.85",0.055231704,0,,
UnionPay Card in PKR,"₨1,686,410.00",Pakistan,Durham University,GBP,PKR,1686410,"16,25,083.85",0.037737222,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Pakistan,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Pakistan,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
MasterCard: Debit/Credit in PAB,"13,830.00 B/.",Panama,Durham University,GBP,PAB,13830,"13,122.92",0.053881301,0,,
VISA: Debit/Credit in PAB,"13,830.00 B/.",Panama,Durham University,GBP,PAB,13830,"13,122.92",0.053881301,0,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Panama,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Panama,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,759.00",Panama,Durham University,GBP,USD,13759,"13,111.45",0.04938813,0,,
MasterCard: Debit/Credit in USD,"$13,759.00",Panama,Durham University,GBP,USD,13759,"13,111.45",0.04938813,0,,
MasterCard: Debit/Credit in PGK,"44,994.00 K",Papua New Guinea,Durham University,GBP,PGK,44994,"42,855.40",0.049902696,0,,
Visa: Debit/Credit in PGK,"44,994.00 K",Papua New Guinea,Durham University,GBP,PGK,44994,"42,855.40",0.049902696,0,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Papua New Guinea,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Papua New Guinea,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in New Zealand Dollar (NZD),"$20,154.00",Papua New Guinea,Durham University,GBP,NZD,20154,"19,764.57",0.019703439,0,,
VISA: Debit/Credit in PYG,"₲81,384,900.00",Paraguay,Durham University,GBP,PYG,81384900,"7,72,85,629.47",0.053040527,0,,
MasterCard: Debit/Credit in PYG,"₲81,384,900.00",Paraguay,Durham University,GBP,PYG,81384900,"7,72,85,629.47",0.053040527,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Paraguay,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Paraguay,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
VISA: Debit/Credit in USD,"$13,755.00",Paraguay,Durham University,GBP,USD,13755,"13,111.45",0.049083053,0,,
MasterCard: Debit/Credit in USD,"$13,755.00",Paraguay,Durham University,GBP,USD,13755,"13,111.45",0.049083053,0,,
VISA: Debit/Credit in PEN,"S/.45,677.00",Peru,Durham University,GBP,PEN,45677,"43,347.63",0.053736963,0,,
MasterCard: Debit/Credit in PEN,"S/.45,677.00",Peru,Durham University,GBP,PEN,45677,"43,347.63",0.053736963,0,,
International Bank Transfer in US Dollars (USD),"$13,353.00",Peru,Durham University,GBP,USD,13353,"13,111.45",0.018422829,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Peru,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in Euros (EUR),"11.515,00 €",Peru,Durham University,GBP,EUR,11515,"11,202.47",0.027898312,0,,
VISA: Debit/Credit in USD,"$13,752.00",Peru,Durham University,GBP,USD,13752,"13,111.45",0.048854246,0,,
MasterCard: Debit/Credit in USD,"$13,752.00",Peru,Durham University,GBP,USD,13752,"13,111.45",0.048854246,0,,
VISA: Debit/Credit in PHP,"₱748,669.00",Philippines,Durham University,GBP,PHP,748669,"7,10,109.95",0.054300112,0,,
MasterCard: Debit/Credit in PHP,"₱748,669.00",Philippines,Durham University,GBP,PHP,748669,"7,10,109.95",0.054300112,0,,
UnionPay Card in PHP,"₱736,256.00",Philippines,Durham University,GBP,PHP,736256,"7,10,109.95",0.036819721,0,,
International Bank Transfer in US Dollars (USD),"$13,352.00",Philippines,Durham University,GBP,USD,13352,"13,111.45",0.01834656,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Philippines,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer from a Polish Złoty (PLN) Account,"49,530.00 zł",Poland,Durham University,GBP,PLN,49530,"47,930.13",0.033379213,0,,
VISA: Debit/Credit in PLN,"50,496.00 zł",Poland,Durham University,GBP,PLN,50496,"47,930.13",0.05353355,0,,
MasterCard: Debit/Credit in PLN,"50,496.00 zł",Poland,Durham University,GBP,PLN,50496,"47,930.13",0.05353355,0,,
Online Bank Transfer,"49,530.00 zł",Poland,Durham University,GBP,PLN,49530,"47,930.13",0.033379213,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Poland,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
American Express in EUR,"11.627,00 €",Poland,Durham University,GBP,EUR,11627,"11,202.47",0.037896107,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Poland,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.517,00 €",Portugal,Durham University,GBP,EUR,11517,"11,202.47",0.028076844,0,,
VISA: Debit/Credit in EUR,"11.628,00 €",Portugal,Durham University,GBP,EUR,11628,"11,202.47",0.037985373,0,,
MasterCard: Debit/Credit in EUR,"11.628,00 €",Portugal,Durham University,GBP,EUR,11628,"11,202.47",0.037985373,0,,
American Express in EUR,"11.628,00 €",Portugal,Durham University,GBP,EUR,11628,"11,202.47",0.037985373,0,,
PayPal in EUR,"11.740,00 €",Portugal,Durham University,GBP,EUR,11740,"11,202.47",0.047983168,0,,
Online Bank Transfer,"11.517,00 €",Portugal,Durham University,GBP,EUR,11517,"11,202.47",0.028076844,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Portugal,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Portugal,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Puerto Rico,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
International Bank Transfer in Canadian Dollars (CAD),"$17,461.00",Puerto Rico,Durham University,GBP,CAD,17461,"17,126.13",0.019553162,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Puerto Rico,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Qatari Riyal (QAR),"49,129.00 ر.ق",Qatar,Durham University,GBP,QAR,49129,"47,756.96",0.028729634,0,,
VISA: Debit/Credit in QAR,"50,320.00 ر.ق",Qatar,Durham University,GBP,QAR,50320,"47,756.96",0.053668408,0,,
MasterCard: Debit/Credit in QAR,"50,320.00 ر.ق",Qatar,Durham University,GBP,QAR,50320,"47,756.96",0.053668408,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Qatar,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Qatar,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in Euros (EUR),"11.524,00 €",Reunion,Durham University,GBP,EUR,11524,"11,202.47",0.028701706,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Reunion,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Reunion,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Romanian Leu (RON),"RON54.001,00",Romania,Durham University,GBP,RON,54001,"52,261.61",0.033282365,0,,
VISA: Debit/Credit in RON,"RON55.054,00",Romania,Durham University,GBP,RON,55054,"52,261.61",0.053430998,0,,
MasterCard: Debit/Credit in RON,"RON55.054,00",Romania,Durham University,GBP,RON,55054,"52,261.61",0.053430998,0,,
Online Bank Transfer,"RON54.001,00",Romania,Durham University,GBP,RON,54001,"52,261.61",0.033282365,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Romania,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
American Express in EUR,"11.635,00 €",Romania,Durham University,GBP,EUR,11635,"11,202.47",0.038610235,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Romania,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in RUB,"909.112,00 руб",Russian Federation,Durham University,GBP,RUB,909112,"8,62,752.47",0.053734451,0,,
MasterCard: Debit/Credit in RUB,"909.112,00 руб",Russian Federation,Durham University,GBP,RUB,909112,"8,62,752.47",0.053734451,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Russian Federation,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in Euros (EUR),"11.524,00 €",Russian Federation,Durham University,GBP,EUR,11524,"11,202.47",0.028701706,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Russian Federation,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in RWF,"12,192,500.00 FRw",Rwanda,Durham University,GBP,RWF,12192500,"1,15,47,631.57",0.055844216,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Rwanda,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Rwanda,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in XCD,"$37,400.00",Saint Vincent and the Grenadines,Durham University,GBP,XCD,37400,"35,481.04",0.054084097,0,,
MasterCard: Debit/Credit in XCD,"$37,400.00",Saint Vincent and the Grenadines,Durham University,GBP,XCD,37400,"35,481.04",0.054084097,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Saint Vincent and the Grenadines,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Saint Vincent and the Grenadines,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Saudi Riyal (SAR),"ر.س50,651.00",Saudi Arabia,Durham University,GBP,SAR,50651,"49,231.80",0.028826896,0,,
VISA: Debit/Credit in SAR,"ر.س51,879.00",Saudi Arabia,Durham University,GBP,SAR,51879,"49,231.80",0.053770124,0,,
MasterCard: Debit/Credit in SAR,"ر.س51,879.00",Saudi Arabia,Durham University,GBP,SAR,51879,"49,231.80",0.053770124,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Saudi Arabia,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Saudi Arabia,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in XOF,"7,746,400.00 CFA",Senegal,Durham University,GBP,XOF,7746400,"73,51,985.60",0.05364733,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Senegal,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Senegal,Durham University,GBP,GBP,10000,10000,0,0,,
Mastercard: Debit/Credit in RSD,"РСД1,398,900.00",Serbia,Durham University,GBP,RSD,1398900,"13,27,547.88",0.053747304,0,,
VISA: Debit/Credit in RSD,"РСД1,398,900.00",Serbia,Durham University,GBP,RSD,1398900,"13,27,547.88",0.053747304,0,,
International Bank Transfer in US Dollars (USD),"$13,361.00",Serbia,Durham University,GBP,USD,13361,"13,111.45",0.019032983,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Serbia,Durham University,GBP,GBP,10000,10000,0,0,,
VISA,"187,418.00 ₨",Seychelles,Durham University,GBP,SCR,187418,"1,77,786.74",0.054173106,0,,
MasterCard,"187,418.00 ₨",Seychelles,Durham University,GBP,SCR,187418,"1,77,786.74",0.054173106,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Seychelles,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Seychelles,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Singapore Dollar(SGD),"S$18,380.00",Singapore,Durham University,GBP,SGD,18380,"17,918.21",0.025772106,0,,
American Express in SGD,"S$18,380.00",Singapore,Durham University,GBP,SGD,18380,"17,918.21",0.025772106,0,,
VISA: Debit/Credit in SGD,"S$18,785.00",Singapore,Durham University,GBP,SGD,18785,"17,918.21",0.04837481,0,,
MasterCard: Debit/Credit in SGD,"S$18,785.00",Singapore,Durham University,GBP,SGD,18785,"17,918.21",0.04837481,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Singapore,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Singapore,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.530,00 €",Slovakia,Durham University,GBP,EUR,11530,"11,202.47",0.029237302,0,,
VISA: Debit/Credit in EUR,"11.642,00 €",Slovakia,Durham University,GBP,EUR,11642,"11,202.47",0.039235097,0,,
MasterCard: Debit/Credit in EUR,"11.642,00 €",Slovakia,Durham University,GBP,EUR,11642,"11,202.47",0.039235097,0,,
American Express in EUR,"11.642,00 €",Slovakia,Durham University,GBP,EUR,11642,"11,202.47",0.039235097,0,,
PayPal in EUR,"11.754,00 €",Slovakia,Durham University,GBP,EUR,11754,"11,202.47",0.049232892,0,,
Online Bank Transfer,"11.530,00 €",Slovakia,Durham University,GBP,EUR,11530,"11,202.47",0.029237302,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Slovakia,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Slovakia,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.532,00 €",Slovenia,Durham University,GBP,EUR,11532,"11,202.47",0.029415834,0,,
VISA: Debit/Credit in EUR,"11.643,00 €",Slovenia,Durham University,GBP,EUR,11643,"11,202.47",0.039324363,0,,
MasterCard: Debit/Credit in EUR,"11.643,00 €",Slovenia,Durham University,GBP,EUR,11643,"11,202.47",0.039324363,0,,
American Express in EUR,"11.643,00 €",Slovenia,Durham University,GBP,EUR,11643,"11,202.47",0.039324363,0,,
PayPal in EUR,"11.756,00 €",Slovenia,Durham University,GBP,EUR,11756,"11,202.47",0.049411424,0,,
Online Bank Transfer,"11.532,00 €",Slovenia,Durham University,GBP,EUR,11532,"11,202.47",0.029415834,0,,
International Bank Transfer in US Dollars (USD),"$13,366.00",Slovenia,Durham University,GBP,USD,13366,"13,111.45",0.019414329,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Slovenia,Durham University,GBP,GBP,10023,10000,0,23,,
Debit/Credit Card in SOS,"7,979,500.00 Sh",Somalia,Durham University,GBP,SOS,7979500,"75,72,463.50",0.05375219,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Somalia,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Somalia,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in South African Rand (ZAR),"R192,826.00",South Africa,Durham University,GBP,ZAR,192826,"1,86,101.82",0.036131726,0,,
MasterCard: Debit/Credit in ZAR,"R195,050.00",South Africa,Durham University,GBP,ZAR,195050,"1,86,101.82",0.048082174,0,,
VISA: Debit/Credit in ZAR,"R195,050.00",South Africa,Durham University,GBP,ZAR,195050,"1,86,101.82",0.048082174,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",South Africa,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",South Africa,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,763.00",South Africa,Durham University,GBP,USD,13763,"13,111.45",0.049693207,0,,
MasterCard: Debit/Credit in USD,"$13,763.00",South Africa,Durham University,GBP,USD,13763,"13,111.45",0.049693207,0,,
Domestic Bank Transfer in Euros (EUR),"11.530,00 €",Spain,Durham University,GBP,EUR,11530,"11,202.47",0.029237302,0,,
VISA: Debit/Credit in EUR,"11.641,00 €",Spain,Durham University,GBP,EUR,11641,"11,202.47",0.039145831,0,,
MasterCard: Debit/Credit in EUR,"11.641,00 €",Spain,Durham University,GBP,EUR,11641,"11,202.47",0.039145831,0,,
American Express in EUR,"11.641,00 €",Spain,Durham University,GBP,EUR,11641,"11,202.47",0.039145831,0,,
PayPal in EUR,"11.754,00 €",Spain,Durham University,GBP,EUR,11754,"11,202.47",0.049232892,0,,
Online Bank Transfer,"11.530,00 €",Spain,Durham University,GBP,EUR,11530,"11,202.47",0.029237302,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Spain,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Spain,Durham University,GBP,GBP,10023,10000,0,23,,
