Debit/Credit Card in AFN,"766,000.00 ?",Afghanistan,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.893,00 €",Greece,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.893,00 €",Greece,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.893,00 €",Greece,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.979,00 €",Greece,Massachusetts Institute of Technology (MIT) receives
,,Greece,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in DKK,"66.261,00 kr",Greenland,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in DKK,"66.261,00 kr",Greenland,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Greenland,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XCD,"$28,500.00",Grenada,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Grenada,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.809,00 €",Guadeloupe,Massachusetts Institute of Technology (MIT) receives
,,Guadeloupe,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in GTQ,"GTQ78,796.00",Guam,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guam,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in GTQ,"GTQ78,796.00",Guatemala,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guatemala,Massachusetts Institute of Technology (MIT) receives
American Express in GBP,"£7,836.00",Guernsey,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in GBP,"£7,836.00",Guernsey,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in GBP,"£7,836.00",Guernsey,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,761.00",Guernsey,Massachusetts Institute of Technology (MIT) receives
,,Guernsey,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in PGK,"34,267.00 K",Guinea,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guinea,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,843.00",Guinea,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XOF,"5,921,100.00 CFA",Guinea-Bissau,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guinea-Bissau,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in GYD,"2,191,990.00 G$",Guyana,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guyana,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in HTG,"700,900.00 G",Haiti,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Haiti,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in AUD,"A$14,170.00",Heard Island and McDonald Islands,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in AUD,"A$14,170.00",Heard Island and McDonald Islands,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Heard Island and McDonald Islands,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in HNL,"L251,800.00",Honduras,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Honduras,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in CDF,"16,971,000.00 FC",Hong Kong,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Hong Kong,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in South African Rand (ZAR),"R139,339.00",Hong Kong,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in HUF,"2.940.427,00 Ft",Hungary,Massachusetts Institute of Technology (MIT) receives
Bank Transfer from a Hungarian Forint (HUF) Account,"2.884.202,00 Ft",Hungary,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"2.884.202,00 Ft",Hungary,Massachusetts Institute of Technology (MIT) receives
,,Hungary,Massachusetts Institute of Technology (MIT) receives
,,Hungary,Massachusetts Institute of Technology (MIT) receives
,,Hungary,Massachusetts Institute of Technology (MIT) receives
,,Hungary,Massachusetts Institute of Technology (MIT) receives
,,Hungary,Massachusetts Institute of Technology (MIT) receives
,,Hungary,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in ISK,"kr1.129.600,00",Iceland,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Iceland,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",India,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in IDR,"Rp149.590.000,00",Indonesia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Indonesia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.806,00 €",Indonesia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,760.00",Indonesia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Iraq,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.807,00 €",Ireland,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.892,00 €",Ireland,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.892,00 €",Ireland,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.892,00 €",Ireland,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.978,00 €",Ireland,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.807,00 €",Ireland,Massachusetts Institute of Technology (MIT) receives
,,Ireland,Massachusetts Institute of Technology (MIT) receives
American Express in GBP,"£7,837.00",Isle of Man,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in GBP,"£7,837.00",Isle of Man,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in GBP,"£7,837.00",Isle of Man,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,762.00",Isle of Man,Massachusetts Institute of Technology (MIT) receives
,,Isle of Man,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Israeli Shekels (ILS),"?37,237.00",Israel,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in ILS,"?38,218.00",Israel,Massachusetts Institute of Technology (MIT) receives
,,Israel,Massachusetts Institute of Technology (MIT) receives
,,Israel,Massachusetts Institute of Technology (MIT) receives
,,Israel,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.808,00 €",Italy,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.893,00 €",Italy,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.893,00 €",Italy,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.893,00 €",Italy,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.979,00 €",Italy,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.808,00 €",Italy,Massachusetts Institute of Technology (MIT) receives
,,Italy,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in JMD,"J$1,375,600.00",Jamaica,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Jamaica,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Japanese Yen (JPY),"¥1,127,100",Japan,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in JPY,"¥1,155,000",Japan,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in JPY,"¥1,155,000",Japan,Massachusetts Institute of Technology (MIT) receives
American Express in JPY,"¥1,155,000",Japan,Massachusetts Institute of Technology (MIT) receives
,,Japan,Massachusetts Institute of Technology (MIT) receives
,,Japan,Massachusetts Institute of Technology (MIT) receives
American Express in GBP,"£7,838.00",Jersey,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in GBP,"£7,838.00",Jersey,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in GBP,"£7,838.00",Jersey,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,763.00",Jersey,Massachusetts Institute of Technology (MIT) receives
,,Jersey,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in JOD,"?.?7,472.00",Jordan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Jordan,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in KZT,"3,578,600.00 KZT",Kazakhstan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kazakhstan,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in KES,"KSh1,063,340.00",Kenya,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.806,00 €",Kenya,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kenya,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in AUD,"A$14,170.00",Kiribati,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in AUD,"A$14,170.00",Kiribati,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kiribati,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,843.00",Kiribati,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in South Korean Won (KRW),"?11,393,000.00","Korea, Republic of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in KRW,"?11,789,000.00","Korea, Republic of",Massachusetts Institute of Technology (MIT) receives
,,"Korea, Republic of",Massachusetts Institute of Technology (MIT) receives
,,"Korea, Republic of",Massachusetts Institute of Technology (MIT) receives
,,"Korea, Republic of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in KWD,"?.?3,190.000",Kuwait,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kuwait,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in KGS,"718,180.00 ??",Kyrgyzstan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kyrgyzstan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Lao People's Democratic Republic,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.808,00 €",Latvia,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.893,00 €",Latvia,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.893,00 €",Latvia,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.893,00 €",Latvia,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.979,00 €",Latvia,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.808,00 €",Latvia,Massachusetts Institute of Technology (MIT) receives
,,Latvia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in LBP,"£15,885,143.00",Lebanon,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Lebanon,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in LSL,"142,500.00 L",Lesotho,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in ZAR,"R141,550.00",Lesotho,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in ZAR,"R141,550.00",Lesotho,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Lesotho,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in DZD,"1,241,600.00 ?.?",Liberia,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.893,00 €",Liberia,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.893,00 €",Liberia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Liberia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.808,00 €",Liberia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in LYD,"14,402.000 LD",Libyan Arab Jamahiriya,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Libyan Arab Jamahiriya,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in CHF,"Fr10,366.00",Liechtenstein,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in CHF,"Fr10,366.00",Liechtenstein,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Liechtenstein,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.808,00 €",Lithuania,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.893,00 €",Lithuania,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.979,00 €",Lithuania,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.808,00 €",Lithuania,Massachusetts Institute of Technology (MIT) receives
,,Lithuania,Massachusetts Institute of Technology (MIT) receives
,,Lithuania,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.807,00 €",Luxembourg,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.892,00 €",Luxembourg,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.892,00 €",Luxembourg,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.892,00 €",Luxembourg,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.978,00 €",Luxembourg,Massachusetts Institute of Technology (MIT) receives
,,Luxembourg,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MOP,"85,184.00 MOP$",Macao,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Macao,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Macedonia, the former Yugoslav Republic of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MKD,"554,930.00 ???","Macedonia, the former Yugoslav Republic of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MGA,"34,976,000.0 Ar",Madagascar,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Madagascar,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MWK,"7,935,700.00 MK",Malawi,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Malawi,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MYR,"RM42,430.00",Malaysia,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Malaysian Ringgit (MYR),"RM41,090.00",Malaysia,Massachusetts Institute of Technology (MIT) receives
,,Malaysia,Massachusetts Institute of Technology (MIT) receives
,,Malaysia,Massachusetts Institute of Technology (MIT) receives
,,Malaysia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MVR,"162,370.00 Rf",Maldives,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Maldives,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in GTQ,"GTQ78,808.00",Mali,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mali,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MYR,"RM42,430.00",Malta,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Malaysian Ringgit (MYR),"RM41,090.00",Malta,Massachusetts Institute of Technology (MIT) receives
,,Malta,Massachusetts Institute of Technology (MIT) receives
,,Malta,Massachusetts Institute of Technology (MIT) receives
,,Malta,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Marshall Islands,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.802,00 €",Martinique,Massachusetts Institute of Technology (MIT) receives
,,Martinique,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mauritania,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Mauritian Rupee (MUR),"?355,865.00",Mauritius,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MUR,"?367,490.00",Mauritius,Massachusetts Institute of Technology (MIT) receives
,,Mauritius,Massachusetts Institute of Technology (MIT) receives
,,Mauritius,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mayotte,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Mexican Pesos (MXN),"$205,672.00",Mexico,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MXN,"$209,140.00",Mexico,Massachusetts Institute of Technology (MIT) receives
,,Mexico,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Micronesia, Federated States of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MDL,"178,060.00 MDL","Moldova, Republic of",Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Moldova, Republic of",Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.805,00 €",Monaco,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.890,00 €",Monaco,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.890,00 €",Monaco,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.890,00 €",Monaco,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.976,00 €",Monaco,Massachusetts Institute of Technology (MIT) receives
,,Monaco,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MNT,"25,972,500.00 ?",Mongolia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mongolia,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.804,00 €",Montenegro,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.889,00 €",Montenegro,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.889,00 €",Montenegro,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.889,00 €",Montenegro,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.974,00 €",Montenegro,Massachusetts Institute of Technology (MIT) receives
,,Montenegro,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in XCD,"$28,500.00",Montserrat,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in XCD,"$28,500.00",Montserrat,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Montserrat,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MAD,"100,050.00 ?.?.",Morocco,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Morocco,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MZN,"MTn624.100,00",Mozambique,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mozambique,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Myanmar,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Namibia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in South African Rand (ZAR),"R138,899.00",Namibia,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in AUD,"A$14,170.00",Nauru,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in AUD,"A$14,170.00",Nauru,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nauru,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in NPR,"?1,156,820.00",Nepal,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nepal,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.807,00 €",Netherlands,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.807,00 €",Netherlands,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.892,00 €",Netherlands,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.892,00 €",Netherlands,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.892,00 €",Netherlands,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.978,00 €",Netherlands,Massachusetts Institute of Technology (MIT) receives
,,Netherlands,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XPF,"1,076,468.00 Fr",New Caledonia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",New Caledonia,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in New Zealand Dollar (NZD),"$15,018.00",New Zealand,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in NZD,"$15,269.00",New Zealand,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in NZD,"$15,269.00",New Zealand,Massachusetts Institute of Technology (MIT) receives
,,New Zealand,Massachusetts Institute of Technology (MIT) receives
,,New Zealand,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in NIO,"331,600.00 C$",Nicaragua,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nicaragua,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XOF,"5,917,700.00 CFA",Niger,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Niger,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in LRD,"1,554,270.00 L$",Nigeria,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nigeria,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,854.00",Niue,Massachusetts Institute of Technology (MIT) receives
,,Niue,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in AUD,"A$14,170.00",Norfolk Island,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in AUD,"A$14,170.00",Norfolk Island,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Norfolk Island,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Northern Mariana Islands,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Norwegian Krone (NOK),"kr83.460,00",Norway,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in NOK,"kr84.266,00",Norway,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in NOK,"kr84.266,00",Norway,Massachusetts Institute of Technology (MIT) receives
American Express in NOK,"kr84.266,00",Norway,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"kr83.460,00",Norway,Massachusetts Institute of Technology (MIT) receives
,,Norway,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in OMR,"?.?.4,052.000",Oman,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Oman,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TJS,"96,269.00 TJS",Pakistan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Pakistan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Palau,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Palestinian Territory, Occupied",Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Panama,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in PGK,"34,290.00 K",Papua New Guinea,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Papua New Guinea,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,857.00",Papua New Guinea,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in PYG,"?59,882,900.00",Paraguay,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Paraguay,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in PEN,"S/.34,458.00",Peru,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Peru,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,764.00",Peru,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.809,00 €",Peru,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in PHP,"?565,751.00",Philippines,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Philippines,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,856.00",Pitcairn,Massachusetts Institute of Technology (MIT) receives
,,Pitcairn,Massachusetts Institute of Technology (MIT) receives
Bank Transfer from a Polish Z?oty (PLN) Account,"38,410.00 z?",Poland,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in PLN,"39,159.00 z?",Poland,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"38,410.00 z?",Poland,Massachusetts Institute of Technology (MIT) receives
,,Poland,Massachusetts Institute of Technology (MIT) receives
,,Poland,Massachusetts Institute of Technology (MIT) receives
,,Poland,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.808,00 €",Portugal,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.893,00 €",Portugal,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.893,00 €",Portugal,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.893,00 €",Portugal,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.979,00 €",Portugal,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.808,00 €",Portugal,Massachusetts Institute of Technology (MIT) receives
,,Portugal,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Puerto Rico,Massachusetts Institute of Technology (MIT) receives
,,Puerto Rico,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Qatari Riyal (QAR),"37,449.00 ?.?",Qatar,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in QAR,"38,357.00 ?.?",Qatar,Massachusetts Institute of Technology (MIT) receives
,,Qatar,Massachusetts Institute of Technology (MIT) receives
,,Qatar,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.809,00 €",Réunion,Massachusetts Institute of Technology (MIT) receives
,,Réunion,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in AMD,"5,082,300.00 AMD",Romania,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Romania,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in RUB,"663.398,00 ???",Russian Federation,Massachusetts Institute of Technology (MIT) receives
