Debit/Credit Card in AFN,"767,009.00 ?",Afghanistan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Jamaica,University of California - Davis receives
Bank Transfer in Japanese Yen (JPY),"¥1,129,500",Japan,University of California - Davis receives
VISA: Debit/Credit in JPY,"¥1,157,400",Japan,University of California - Davis receives
MasterCard: Debit/Credit in JPY,"¥1,157,400",Japan,University of California - Davis receives
American Express in JPY,"¥1,157,400",Japan,University of California - Davis receives
,,Japan,University of California - Davis receives
,,Japan,University of California - Davis receives
American Express in GBP,"£7,858.00",Jersey,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,858.00",Jersey,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,858.00",Jersey,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,783.00",Jersey,University of California - Davis receives
,,Jersey,University of California - Davis receives
Debit/Credit Card in JOD,"?.?7,472.00",Jordan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Jordan,University of California - Davis receives
Debit/Credit Card in KZT,"3,588,700.00 KZT",Kazakhstan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kazakhstan,University of California - Davis receives
Debit/Credit Card in KES,"KSh1,064,879.00",Kenya,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.836,00 €",Kenya,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kenya,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,200.00",Kiribati,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,200.00",Kiribati,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kiribati,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,952.00",Kiribati,University of California - Davis receives
Domestic Bank Transfer in South Korean Won (KRW),"?11,391,000.00","Korea, Republic of",University of California - Davis receives
Debit/Credit Card in KRW,"?11,787,000.00","Korea, Republic of",University of California - Davis receives
,,"Korea, Republic of",University of California - Davis receives
,,"Korea, Republic of",University of California - Davis receives
,,"Korea, Republic of",University of California - Davis receives
Debit/Credit Card in KWD,"?.?3,191.000",Kuwait,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kuwait,University of California - Davis receives
Debit/Credit Card in KGS,"717,500.00 ??",Kyrgyzstan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Kyrgyzstan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Lao People's Democratic Republic,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Latvia,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Latvia,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Latvia,University of California - Davis receives
American Express in EUR,"8.920,00 €",Latvia,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Latvia,University of California - Davis receives
Online Bank Transfer,"8.834,00 €",Latvia,University of California - Davis receives
,,Latvia,University of California - Davis receives
Debit/Credit Card in LBP,"£15,885,143.00",Lebanon,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Lebanon,University of California - Davis receives
Debit/Credit Card in LSL,"144,000.00 L",Lesotho,University of California - Davis receives
MasterCard: Debit/Credit in ZAR,"R143,219.00",Lesotho,University of California - Davis receives
VISA: Debit/Credit in ZAR,"R143,219.00",Lesotho,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Lesotho,University of California - Davis receives
Debit/Credit Card in LRD,"1,550,410.00 L$",Liberia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Liberia,University of California - Davis receives
Debit/Credit Card in LYD,"14,451.000 LD",Libyan Arab Jamahiriya,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Libyan Arab Jamahiriya,University of California - Davis receives
MasterCard: Debit/Credit in CHF,"Fr10,391.00",Liechtenstein,University of California - Davis receives
VISA: Debit/Credit in CHF,"Fr10,391.00",Liechtenstein,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Liechtenstein,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",Lithuania,University of California - Davis receives
American Express in EUR,"8.920,00 €",Lithuania,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Lithuania,University of California - Davis receives
Online Bank Transfer,"8.835,00 €",Lithuania,University of California - Davis receives
,,Lithuania,University of California - Davis receives
,,Lithuania,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",Luxembourg,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Luxembourg,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Luxembourg,University of California - Davis receives
American Express in EUR,"8.920,00 €",Luxembourg,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Luxembourg,University of California - Davis receives
,,Luxembourg,University of California - Davis receives
Debit/Credit Card in MOP,"85,173.00 MOP$",Macao,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Macao,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Macedonia, the former Yugoslav Republic of",University of California - Davis receives
Debit/Credit Card in MKD,"556,740.00 ???","Macedonia, the former Yugoslav Republic of",University of California - Davis receives
Debit/Credit Card in MGA,"35,692,000.0 Ar",Madagascar,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Madagascar,University of California - Davis receives
Debit/Credit Card in MWK,"8,024,400.00 MK",Malawi,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Malawi,University of California - Davis receives
Debit/Credit Card in MYR,"RM42,480.00",Malaysia,University of California - Davis receives
Domestic Bank Transfer in Malaysian Ringgit (MYR),"RM41,140.00",Malaysia,University of California - Davis receives
,,Malaysia,University of California - Davis receives
,,Malaysia,University of California - Davis receives
,,Malaysia,University of California - Davis receives
Debit/Credit Card in MVR,"162,740.00 Rf",Maldives,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Maldives,University of California - Davis receives
Debit/Credit Card in XOF,"5,938,500.00 CFA",Mali,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mali,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.836,00 €",Malta,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.921,00 €",Malta,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.921,00 €",Malta,University of California - Davis receives
American Express in EUR,"8.921,00 €",Malta,University of California - Davis receives
PayPal in EUR,"9.007,00 €",Malta,University of California - Davis receives
Online Bank Transfer,"8.836,00 €",Malta,University of California - Davis receives
,,Malta,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Marshall Islands,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.836,00 €",Martinique,University of California - Davis receives
,,Martinique,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mauritania,University of California - Davis receives
MasterCard: Debit/Credit in MRO,"3,752,300.0 UM",Mauritania,University of California - Davis receives
VISA: Debit/Credit in MRO,"3,752,300.0 UM",Mauritania,University of California - Davis receives
Bank Transfer in Mauritian Rupee (MUR),"?353,928.00",Mauritius,University of California - Davis receives
Debit/Credit Card in MUR,"?365,489.00",Mauritius,University of California - Davis receives
,,Mauritius,University of California - Davis receives
,,Mauritius,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mayotte,University of California - Davis receives
Domestic Bank Transfer in Mexican Pesos (MXN),"$206,721.00",Mexico,University of California - Davis receives
Debit/Credit Card in MXN,"$210,206.00",Mexico,University of California - Davis receives
,,Mexico,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Micronesia, Federated States of",University of California - Davis receives
Debit/Credit Card in MDL,"177,930.00 MDL","Moldova, Republic of",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Moldova, Republic of",University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.834,00 €",Monaco,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Monaco,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Monaco,University of California - Davis receives
American Express in EUR,"8.920,00 €",Monaco,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Monaco,University of California - Davis receives
,,Monaco,University of California - Davis receives
Debit/Credit Card in MNT,"25,974,600.00 ?",Mongolia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mongolia,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.834,00 €",Montenegro,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.919,00 €",Montenegro,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.919,00 €",Montenegro,University of California - Davis receives
American Express in EUR,"8.919,00 €",Montenegro,University of California - Davis receives
PayPal in EUR,"9.005,00 €",Montenegro,University of California - Davis receives
,,Montenegro,University of California - Davis receives
MasterCard: Debit/Credit in XCD,"$28,500.00",Montserrat,University of California - Davis receives
VISA: Debit/Credit in XCD,"$28,500.00",Montserrat,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Montserrat,University of California - Davis receives
Debit/Credit Card in MAD,"100,256.00 ?.?.",Morocco,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Morocco,University of California - Davis receives
Debit/Credit Card in MZN,"MTn623.900,00",Mozambique,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Mozambique,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Myanmar,University of California - Davis receives
Debit/Credit Card in NAD,"144,020.00 N$",Namibia,University of California - Davis receives
MasterCard: Debit/Credit in ZAR,"R143,185.00",Namibia,University of California - Davis receives
VISA: Debit/Credit in ZAR,"R143,185.00",Namibia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Namibia,University of California - Davis receives
International Bank Transfer in South African Rand (ZAR),"R140,461.00",Namibia,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,200.00",Nauru,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,200.00",Nauru,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nauru,University of California - Davis receives
Debit/Credit Card in NPR,"?1,161,910.00",Nepal,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nepal,University of California - Davis receives
Online Bank Transfer,"8.836,00 €",Netherlands,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.836,00 €",Netherlands,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.922,00 €",Netherlands,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.922,00 €",Netherlands,University of California - Davis receives
American Express in EUR,"8.922,00 €",Netherlands,University of California - Davis receives
PayPal in EUR,"9.008,00 €",Netherlands,University of California - Davis receives
,,Netherlands,University of California - Davis receives
Debit/Credit Card in XPF,"1,080,210.00 Fr",New Caledonia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",New Caledonia,University of California - Davis receives
Bank Transfer in New Zealand Dollar (NZD),"$15,119.00",New Zealand,University of California - Davis receives
VISA: Debit/Credit in NZD,"$15,372.00",New Zealand,University of California - Davis receives
MasterCard: Debit/Credit in NZD,"$15,372.00",New Zealand,University of California - Davis receives
,,New Zealand,University of California - Davis receives
,,New Zealand,University of California - Davis receives
Debit/Credit Card in NIO,"334,300.00 C$",Nicaragua,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nicaragua,University of California - Davis receives
Debit/Credit Card in XOF,"5,937,900.00 CFA",Niger,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Niger,University of California - Davis receives
Online Bank Transfer in NGN,"3,851,064.00 ?",Nigeria,University of California - Davis receives
Debit/Credit Card in NGN,"3,851,064.00 ?",Nigeria,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Nigeria,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Nigeria,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,954.00",Niue,University of California - Davis receives
,,Niue,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,200.00",Norfolk Island,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,200.00",Norfolk Island,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Norfolk Island,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Northern Mariana Islands,University of California - Davis receives
Domestic Bank Transfer in Norwegian Krone (NOK),"kr83.825,00",Norway,University of California - Davis receives
VISA: Debit/Credit in NOK,"kr84.634,00",Norway,University of California - Davis receives
MasterCard: Debit/Credit in NOK,"kr84.634,00",Norway,University of California - Davis receives
American Express in NOK,"kr84.634,00",Norway,University of California - Davis receives
Online Bank Transfer,"kr83.825,00",Norway,University of California - Davis receives
,,Norway,University of California - Davis receives
Debit/Credit Card in OMR,"?.?.4,052.000",Oman,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Oman,University of California - Davis receives
Debit/Credit Card in PKR,"?1,282,780.00",Pakistan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Pakistan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Palau,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Palestinian Territory, Occupied",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Panama,University of California - Davis receives
Debit/Credit Card in PGK,"34,262.00 K",Papua New Guinea,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Papua New Guinea,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,952.00",Papua New Guinea,University of California - Davis receives
Debit/Credit Card in PYG,"?59,942,800.00",Paraguay,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Paraguay,University of California - Davis receives
Debit/Credit Card in PEN,"S/.34,431.00",Peru,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Peru,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,783.00",Peru,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.836,00 €",Peru,University of California - Davis receives
Debit/Credit Card in PHP,"?564,181.00",Philippines,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Philippines,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,954.00",Pitcairn,University of California - Davis receives
,,Pitcairn,University of California - Davis receives
Bank Transfer from a Polish Z?oty (PLN) Account,"38,510.00 z?",Poland,University of California - Davis receives
Debit/Credit Card in PLN,"39,260.00 z?",Poland,University of California - Davis receives
Online Bank Transfer,"38,510.00 z?",Poland,University of California - Davis receives
,,Poland,University of California - Davis receives
,,Poland,University of California - Davis receives
,,Poland,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.834,00 €",Portugal,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.919,00 €",Portugal,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.919,00 €",Portugal,University of California - Davis receives
American Express in EUR,"8.919,00 €",Portugal,University of California - Davis receives
PayPal in EUR,"9.005,00 €",Portugal,University of California - Davis receives
Online Bank Transfer,"8.834,00 €",Portugal,University of California - Davis receives
,,Portugal,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Puerto Rico,University of California - Davis receives
,,Puerto Rico,University of California - Davis receives
Bank Transfer in Qatari Riyal (QAR),"37,449.00 ?.?",Qatar,University of California - Davis receives
Debit/Credit Card in QAR,"38,357.00 ?.?",Qatar,University of California - Davis receives
,,Qatar,University of California - Davis receives
,,Qatar,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.838,00 €",Réunion,University of California - Davis receives
,,Réunion,University of California - Davis receives
Debit/Credit Card in RON,"RON42.137,00",Romania,University of California - Davis receives
Bank Transfer in Romanian Leu (RON),"RON41.332,00",Romania,University of California - Davis receives
Online Bank Transfer,"RON41.332,00",Romania,University of California - Davis receives
,,Romania,University of California - Davis receives
,,Romania,University of California - Davis receives
,,Romania,University of California - Davis receives
,,Romania,University of California - Davis receives
Debit/Credit Card in RUB,"666.863,00 ???",Russian Federation,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Russian Federation,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.837,00 €",Russian Federation,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,785.00",Russian Federation,University of California - Davis receives
Debit/Credit Card in RWF,"9,204,100.00 FRw",Rwanda,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Rwanda,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.836,00 €",Saint Barthélemy,University of California - Davis receives
PayPal in EUR,"9.007,00 €",Saint Barthélemy,University of California - Davis receives
,,Saint Barthélemy,University of California - Davis receives
,,Saint Barthélemy,University of California - Davis receives
American Express in GBP,"£7,861.00","Saint Helena, Ascension and Tristan da Cunha",University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,861.00","Saint Helena, Ascension and Tristan da Cunha",University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,861.00","Saint Helena, Ascension and Tristan da Cunha",University of California - Davis receives
Debit/Credit Card in SHP,"7,975.00 £","Saint Helena, Ascension and Tristan da Cunha",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Saint Helena, Ascension and Tristan da Cunha",University of California - Davis receives
Debit/Credit Card in XCD,"$28,500.00",Saint Kitts and Nevis,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Kitts and Nevis,University of California - Davis receives
Debit/Credit Card in XCD,"$28,500.00",Saint Lucia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Lucia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Martin (French part),University of California - Davis receives
PayPal in EUR,"9.007,00 €",Saint Pierre and Miquelon,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Pierre and Miquelon,University of California - Davis receives
International Bank Transfer in Canadian Dollars (CAD),"$13,650.00",Saint Pierre and Miquelon,University of California - Davis receives
Debit/Credit Card in XCD,"$28,500.00",Saint Vincent and the Grenadines,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Vincent and the Grenadines,University of California - Davis receives
Debit/Credit Card in WST,"27,054.00 WS$",Samoa,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Samoa,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,950.00",Samoa,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.922,00 €",San Marino,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.922,00 €",San Marino,University of California - Davis receives
PayPal in EUR,"9.008,00 €",San Marino,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",San Marino,University of California - Davis receives
Debit/Credit Card in XOF,"5,939,600.00 CFA",Senegal,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Senegal,University of California - Davis receives
Debit/Credit Card in XOF,"5,939,600.00 CFA",Senegal,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Senegal,University of California - Davis receives
Debit/Credit Card in RSD,"???1,068,500.00",Serbia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Serbia,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.837,00 €",Serbia,University of California - Davis receives
Debit/Credit Card in SCR,"142,171.00 ?",Seychelles,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Seychelles,University of California - Davis receives
Debit/Credit Card in SLL,"85,118,600.00 Le",Sierra Leone,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Sierra Leone,University of California - Davis receives
Bank Transfer in Singapore Dollar(SGD),"S$13,983.00",Singapore,University of California - Davis receives
VISA: Debit/Credit in SGD,"S$14,291.00",Singapore,University of California - Davis receives
MasterCard: Debit/Credit in SGD,"S$14,291.00",Singapore,University of California - Davis receives
American Express in SGD,"S$14,291.00",Singapore,University of California - Davis receives
,,Singapore,University of California - Davis receives
,,Singapore,University of California - Davis receives
Debit/Credit Card in ANG,"18,886.00 NAƒ",Sint Maarten (Dutch part),University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Sint Maarten (Dutch part),University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.836,00 €",Slovakia,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.922,00 €",Slovakia,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.922,00 €",Slovakia,University of California - Davis receives
American Express in EUR,"8.922,00 €",Slovakia,University of California - Davis receives
PayPal in EUR,"9.008,00 €",Slovakia,University of California - Davis receives
Online Bank Transfer,"8.836,00 €",Slovakia,University of California - Davis receives
,,Slovakia,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.836,00 €",Slovenia,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.921,00 €",Slovenia,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.921,00 €",Slovenia,University of California - Davis receives
American Express in EUR,"8.921,00 €",Slovenia,University of California - Davis receives
PayPal in EUR,"9.007,00 €",Slovenia,University of California - Davis receives
Online Bank Transfer,"8.836,00 €",Slovenia,University of California - Davis receives
,,Slovenia,University of California - Davis receives
Debit/Credit Card in SBD,"82,549.00 SI$",Solomon Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Solomon Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Somalia,University of California - Davis receives
Debit/Credit Card in SOS,"6,088,000.00 Sh",Somalia,University of California - Davis receives
Bank Transfer in South African Rand (ZAR),"R141,747.00",South Africa,University of California - Davis receives
VISA: Debit/Credit in ZAR,"R143,382.00",South Africa,University of California - Davis receives
MasterCard: Debit/Credit in ZAR,"R143,382.00",South Africa,University of California - Davis receives
American Express in ZAR,"R143,382.00",South Africa,University of California - Davis receives
,,South Africa,University of California - Davis receives
,,South Africa,University of California - Davis receives
,,South Africa,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,861.00",South Georgia and the South Sandwich Islands,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,861.00",South Georgia and the South Sandwich Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",South Georgia and the South Sandwich Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",South Sudan,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.838,00 €",South Sudan,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.838,00 €",Spain,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.923,00 €",Spain,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.923,00 €",Spain,University of California - Davis receives
American Express in EUR,"8.923,00 €",Spain,University of California - Davis receives
PayPal in EUR,"9.009,00 €",Spain,University of California - Davis receives
Online Bank Transfer,"8.838,00 €",Spain,University of California - Davis receives
,,Spain,University of California - Davis receives
Debit/Credit Card in LKR,"1,672,600.00 ?",Sri Lanka,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Sri Lanka,University of California - Davis receives
Debit/Credit Card in SRD,"78,684.00 $",Suriname,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Suriname,University of California - Davis receives
MasterCard: Debit/Credit in NOK,"kr84.649,00",Svalbard and Jan Mayen,University of California - Davis receives
VISA: Debit/Credit in NOK,"kr84.649,00",Svalbard and Jan Mayen,University of California - Davis receives
International Bank Transfer in Norwegian Krone (NOK),"kr82.358,00",Svalbard and Jan Mayen,University of California - Davis receives
,,Svalbard and Jan Mayen,University of California - Davis receives
Debit/Credit Card in SZL,"E144,106.00",Swaziland,University of California - Davis receives
MasterCard: Debit/Credit in ZAR,"R143,324.00",Swaziland,University of California - Davis receives
VISA: Debit/Credit in ZAR,"R143,324.00",Swaziland,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Swaziland,University of California - Davis receives
Domestic Bank Transfer in Swedish Krona (SEK),"kr91,517.00",Sweden,University of California - Davis receives
VISA: Debit/Credit in SEK,"kr92,401.00",Sweden,University of California - Davis receives
MasterCard: Debit/Credit in SEK,"kr92,401.00",Sweden,University of California - Davis receives
Online Bank Transfer,"kr91,517.00",Sweden,University of California - Davis receives
,,Sweden,University of California - Davis receives
,,Sweden,University of California - Davis receives
Domestic Bank Transfer in Swiss Francs (CHF),"Fr10,198.00",Switzerland,University of California - Davis receives
VISA: Debit/Credit in CHF,"Fr10,396.00",Switzerland,University of California - Davis receives
MasterCard: Debit/Credit in CHF,"Fr10,396.00",Switzerland,University of California - Davis receives
,,Switzerland,University of California - Davis receives
,,Switzerland,University of California - Davis receives
Debit/Credit Card in TWD,"321,397.00 NT$",Taiwan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Taiwan,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.841,00 €",Taiwan,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,788.00",Taiwan,University of California - Davis receives
Debit/Credit Card in TJS,"96,340.00 TJS",Tajikistan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tajikistan,University of California - Davis receives
Debit/Credit Card in TZS,"Sh23,964,500.00","Tanzania, United Republic of",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Tanzania, United Republic of",University of California - Davis receives
Debit/Credit Card in THB,"?347,858.00",Thailand,University of California - Davis receives
Bank Transfer in Thai Baht (THB),"?338,235.00",Thailand,University of California - Davis receives
,,Thailand,University of California - Davis receives
,,Thailand,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Timor-Leste,University of California - Davis receives
VISA: Debit/Credit in XAF,"5,941,500.00 Fr",Togo,University of California - Davis receives
MasterCard: Debit/Credit in XAF,"5,941,500.00 Fr",Togo,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Togo,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,958.00",Tokelau,University of California - Davis receives
,,Tokelau,University of California - Davis receives
Debit/Credit Card in TOP,"T$23,663.00",Tonga,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tonga,University of California - Davis receives
Debit/Credit Card in TTD,"71,059.00 TT$",Trinidad and Tobago,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Trinidad and Tobago,University of California - Davis receives
International Bank Transfer in Canadian Dollars (CAD),"$13,655.00",Trinidad and Tobago,University of California - Davis receives
Debit/Credit Card in TND,"27,540.000 dt",Tunisia,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.844,00 €",Tunisia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tunisia,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,791.00",Tunisia,University of California - Davis receives
Debit/Credit Card in TRY,"48,779.00 TL",Turkey,University of California - Davis receives
Domestic Bank Transfer in Turkish Lira (TRY),"47,527.00 TL",Turkey,University of California - Davis receives
,,Turkey,University of California - Davis receives
,,Turkey,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Turkmenistan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Turks and Caicos Islands,University of California - Davis receives
,,Turks and Caicos Islands,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,210.00",Tuvalu,University of California - Davis receives
